indice,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet,clasificacion
106,2021-01-25 17:51:43+00:00,★彡Carla Maria★彡,Peru,263,0,0,[],@Vero_Mendoza_F Pero eres Terruca perdón vas camino a ello porque eres una mala copia de todo,-1
107,2021-01-25 17:50:00+00:00,Adrian Granda,"Bellavista, Peru",67,0,0,[],"@eudmed @Vero_Mendoza_F Para remate no descarta la posibilidad de emitir billetes para dar bonos, creo que Alan es su ídolo y lo quiere imitar",-1
108,2021-01-25 17:47:42+00:00,Franco Cabanillas,"Lima, Perú",734,0,0,[],@DavidCortezG1 @juanjose666tm @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Un país donde el socialismo esté funcionando y haya reducido la pobreza?,-1
109,2021-01-25 17:47:27+00:00,Victor Haya,,119,0,0,[],"@Sasha_Fer4 @Popy20206 @Vero_Mendoza_F Cómo así?, qué recursos naturales son necesarios expropiar?",-1
110,2021-01-25 17:43:18+00:00,Marcos Mendoza,,140,0,1,['TerrorismoNuncaMas'],"@perromoche @Arieldris @anngie0902 @RPPNoticias @Vero_Mendoza_F #TerrorismoNuncaMas V.Mendoza y M.Glave LA IZQUIERDA CAVIAR K Mantuvieron y MANTIENEN Complice Silencio Sobre el Terrorismo, NUNCA Deslindaran de IZQUIERDA TERRORISTA de Los 80,s, La llamaran Un Conflicto Interno Igual K CRIMINALES Terroristas de S.L o Diran Que eran Chiquitas😄 https://t.co/VNHfJr6OwX",-1
111,2021-01-25 17:42:43+00:00,Hernan Benigno Salas,,116,0,0,[],"@oscaror_coach @Vero_Mendoza_F Lo mismo que Verónica, hay que erradicarla ya que ella trae inclusive esclavitud infantil, la informal evaluarla y formalizarla.",-1
112,2021-01-25 17:40:42+00:00,manuel,,4,0,0,[],"@Vero_Mendoza_F El terrorismo nunca muere, sino vean a V Mendoza y sus seguidores",-1
113,2021-01-25 17:40:28+00:00,666D3v666,Peru,110,0,0,[],@Vero_Mendoza_F @Cuarto_Poder Poder colonial Vero en serio haste ver estamos en el siglo XXI y tú con ideas delsiglo IXX,-1
114,2021-01-25 17:39:27+00:00,Miguel Pareja,"Lima, Perú",416,0,0,[],"@Vero_Mendoza_F Mientras mas apoye lo estatal que el privado, no saldrás ni en los dos primeros puestos. El estado crece cuando el privado crece.",-1
115,2021-01-25 17:38:51+00:00,Grover Leiva,Ciudad de Mexico,108,0,0,[],@David_Murillo12 @Vero_Mendoza_F Esa mujer deberá empezar  con decidir donde su padre debe hacer minería ilegal,-1
116,2021-01-25 17:38:09+00:00,Joel Barrios,,4,0,0,[],"@Vero_Mendoza_F Primero debería postular por un partido serio y coherente, no ése partido formado por todo tipo de gente con diferentes maneras de cambiar la constitución, para desgracia con mucha gente radical casi rozando el terrorismo,con ideas trasnochadas y fracasadas en el mundo.",-1
117,2021-01-25 17:35:30+00:00,Critica Libre,Peru,797,0,0,[],"@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Se debe simplificar el estado, para que se concentre en lo importante. Y convocar a los privados a hacer tareas en conjunto, más en pandemia y reactivación",-1
118,2021-01-25 17:34:21+00:00,huberto adrian,PERU,15,0,0,[],"@elvikoc @ClaraEOspinaG @Vero_Mendoza_F @Cuarto_Poder Pero ella está ahora mismo aliada con el partido socialista de España y otros partidos de izquierda, está Sra. Es peor que CHÁVEZ y CASTRO",-1
119,2021-01-25 17:32:24+00:00,Marcos Mendoza,,140,0,2,[],"@perromoche @Arieldris @anngie0902 @RPPNoticias @Vero_Mendoza_F V.Mendoza y M.Glave LA IZQUIERDA CAVIAR y COMUNISTA Ke Mantuvieron y MANTIENEN Complice Silencio Sobre el Terrorismo, Jamas Deslindaran de IZQUIERDA TERRORISTA de los 80,s, La llamaran Un ""Conflicto Interno"" Igual que Los CRIMINALES Terroristas de S.L o Diran Que eran Chiquitas😄 https://t.co/PcmmU6E35L",-1
120,2021-01-25 17:32:21+00:00,Dan Aloby 💯%🇵🇪🇵🇪,,3708,1,9,"['Perú', 'Barrantes']","@Vero_Mendoza_F Lo que sabemos es que el #Perú NO ES IZQUIERDISTA . Ni con Frejolito #Barrantes que fué lo mejor que tuvo la izquierda HAN PODIDO GANAR...  
VERONICA ES UNA COMUNISTA ENFERMIZA ....",-1
121,2021-01-25 17:32:08+00:00,huberto adrian,PERU,15,0,0,[],"@ClaraEOspinaG @Vero_Mendoza_F @Cuarto_Poder Está Sra. Con el perdón de las mujeres, es una BRUTA, no sabe lo que dice, de donde va sacar tanto dinero para banco agrario para bonos y para regalar dinero a diestra y siniestra, sino hay inversión privada e impuestos de los inversionistas, que quiere dejar al país como los 80",-1
122,2021-01-25 17:30:55+00:00,Rubens Rodcab,Peru,68,0,0,[],"@Vero_Mendoza_F Está bien no eres Terruca, eres COMUNISTA roja",-1
123,2021-01-25 17:30:55+00:00,Luis Fernando 🐍,Lima,134,0,1,[],"@LuciaAlvites @sigridbazan @arturoayala_3 @Vero_Mendoza_F, han y siguen defendiendo, regímenes criminales,  que solo han generado muerte, dolor y crisis.
Es un peligro para el país que gente con una visión tan jodidamente perjudicial para la libertad quieran cargos públicos. https://t.co/TbND9ieqfw",-1
124,2021-01-25 17:30:47+00:00,Pablo Penagos Ruzo,"ÜT: -8.1012188,-79.0307835",339,0,0,[],"@PepVenturi @eudmed @_CarlitaRocha @Vero_Mendoza_F Bueno Friedman, te parece? Pero veo que eres fundamentalista, Odebrecht generó más impuestos que corrupción? Parece que estudiaste economía con Pinochet. Que tengas un buen día, hablamos el 12 de abril, si estamos vivos.",-1
125,2021-01-25 17:29:48+00:00,Marcos Mendoza,,140,0,0,[],"@anngie0902 @RPPNoticias @Vero_Mendoza_F V.Mendoza y M.Glave LA IZQUIERDA CAVIAR y COMUNISTA Que Mantuvieron y MANTIENEN Complice Silencio Sobre el Terrorismo, Jamas Deslindaran de IZQUIERDA TERRORISTA de los 80,s, La llamaran Un ""Conflicto Interno"" Igual que Los CRIMINALES Terroristas de S.L o Diran Que eran Chiquita😄 https://t.co/gPCXqDFz00",-1
126,2021-01-25 17:28:55+00:00,Cris  Nightingale,,105,0,0,[],@Vero_Mendoza_F La izquierda es el hijo heredero de un millonario que solo piensa en como gastar i regalar la plata a sus amigos i nunca piensa en que va hacer para que esa herencia crezca i genere más ganancia así de fácil. @alvarezrodrich @sigridbazan @augusthorndike,-1
127,2021-01-25 17:28:32+00:00,Cesar,"Mexico, ME",700,0,0,[],"@Hebesac23 @max_marcos_ @VeryNiceTrue @Vero_Mendoza_F Mejor no tener empresas en Perú. asi todos contentos, no?
Que los peruanos salgan a buscar trabajo en el exterior. Que emigren.",-1
128,2021-01-25 17:28:09+00:00,DARIO RIGACCI,,27,0,1,[],@Sasha_Fer4 @PabloEnriqueR2 @Vero_Mendoza_F También!!! Pero más de esa encantadora de serpientes.,-1
129,2021-01-25 17:27:27+00:00,Cesar,"Mexico, ME",700,0,0,[],"@Hebesac23 @max_marcos_ @VeryNiceTrue @Vero_Mendoza_F en que escenarios se explota trabajadores? cuando no hay trabajo suficiente para todos. cuando hay pocas empresas. Es importante regular pero si se ven a las empresas como el ""MAL MAYOR"" en el pais, bien harían en llevarse sus negocios y trabajo a paises más receptivos.",-1
130,2021-01-25 17:26:47+00:00,Mirlo,LiMA - PERú,158,0,0,[],"@Vero_Mendoza_F Mendoza, a los únicos IMBECILES q puedes engañar son a los desinformados, los q no tienen idea de cómo una ideología como la tuya a destrozado paises como, Venezuela, cuba, España, Argentina, etc.
eres Admiradora de ALBERTO FERNÁNDEZ, un presidente que está arruinando argentina.",-1
131,2021-01-25 17:26:47+00:00,diego aparcana,Mi casa,39,0,0,[],"@Vero_Mendoza_F Pero eres terruca y miles de pruebas hay, tu y todo tu partido se cagan solitos 😂 https://t.co/AdSfmHrAPG",-1
132,2021-01-25 17:26:43+00:00,Oscar Osorio Rivas,"Lima, Peru",331,0,0,[],"@Hebesac23 @Vero_Mendoza_F ¿y qué opinas de la minería ilegal?, ¿qué opinas del contrabando en Juliaca?, ¿qué hará la señora Mendoza al respecto?, nunca la he visto hablando con firmeza sobre esos dos ""pequeños"" temas",-1
133,2021-01-25 17:25:43+00:00,Jorge Velasco,,133,0,0,[],"@Vero_Mendoza_F Esperanza con tus políticas e ideologías erradas, con agendas manchadas de corrupción y dinero, con la minería ilegal, con los prosticlubs en la selva??? Jajajajaja.....",-1
134,2021-01-25 17:24:03+00:00,Marilú Beingolea,,836,0,1,['terrorismo'],"@anngie0902 @AntonioChavezDz @RPPNoticias @Vero_Mendoza_F Las agendas  no mienten y su letra es la prueba ,el comunismo  es lesivo p la débil democracia  q tenemos , #terrorismo nunca más,",-1
135,2021-01-25 17:22:54+00:00,DARIO RIGACCI,,27,0,0,[],@Sasha_Fer4 @PabloEnriqueR2 @Vero_Mendoza_F Dios nos libre!!!,-1
136,2021-01-25 17:22:50+00:00,Señor J,mi cama,223,0,0,"['VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa', 'VeroNoVa']","@romerocaroperu Lo que no sabe @Vero_Mendoza_F es que no va a ganar. Así que tendremos a Julio Velarde en el @bcrpoficial para rato.

#VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa #VeroNoVa",-1
137,2021-01-25 17:20:23+00:00,Vladimir Rendon Acat,Lima,306,0,0,[],@luisguet @TaniaRamirezF @abelgilvonio @Cuarto_Poder @Vero_Mendoza_F Sos un payasos... esos son tus idolos nicolas.maduro y diosdado cabello.... matame cumple con tu mision divina y sientete bien con tu conciencia,-1
138,2021-01-25 17:20:08+00:00,KimberlyVaras,,29,0,1,[],"@Hebesac23 @AnteslaLey @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Ninguno de esos han sido exitosos no sean chistoso troll, no sabía que ya habían dejado de ser paises subdesarrollados. Bolivia y Ecuador son unos de los paises más pobres de la región.",-1
139,2021-01-25 17:19:09+00:00,luciernaga,,2,0,0,[],"@DDVEGAPERU @Vero_Mendoza_F Empezando por Abel Gilvonio, quien está orgulloso de saber que si familia han sido parte del MRTA, sabiendo que el MRTA asesino a miles de niños en la selva",-1
140,2021-01-25 17:17:52+00:00,KimberlyVaras,,29,0,1,[],@AnthonyMattPH1 @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Si ella supiera de economía no seria zurda.,-1
141,2021-01-25 17:17:51+00:00,Alvaro Thais,Lima,693,0,2,['TerrorismoNuncaMás'],"@Vero_Mendoza_F ""¿Su tiempo se acabó""? ¿Nos amenaza? Al que se le acabó el tiempo es al comunismo. En democracia y libertad las amenazas salen sobrando. El tiempo nunca se acaba para recordar claramente cómo el comunismo quiso tomar el poder en el Perú entre 1980 y 1992. #TerrorismoNuncaMás",-1
142,2021-01-25 17:16:13+00:00,KimberlyVaras,,29,0,0,[],"@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Que terror con esta gente el país se termina por destruir, mucho cuidado al votar piensen en el país y en todos los peruanos.",-1
143,2021-01-25 17:15:35+00:00,Emir Medina,,0,0,0,[],"@sigridbazan @Vero_Mendoza_F Fácil es hablar de bonos cuando el país está en quiebra, piensa un poco antes de twittear",-1
144,2021-01-25 17:13:35+00:00,Atusparia,,0,0,0,[],"@Vero_Mendoza_F Y xk no empezó el cambio en su partido? O llevar a Bazan xk es mediática le parece bueno? O aliarse con Cerron y perder a Glave y Huilca le parece un cambio? Ud. es un fiasco total, aplaude crisis y falta de libertad de expresión, o Cuba, Bolivia o Argentina no son sus amigos?",-1
145,2021-01-25 17:12:11+00:00,solcar1953🇵🇪,"Lima, Peru",160,0,0,[],"@Vero_Mendoza_F Veronica, tu sueño sería convertir al Peru en Cuba o Venezuela y eternizar en el poder al comunismo. El gobierno de resentefidos sociales que no sirven para nada, nunca han creado un puesto de trabajo, más bien tratan de destruir la minería, industria, agricultura. Pobres diablos",-1
146,2021-01-25 17:10:33+00:00,Walter Pérez,,13,0,0,[],"@Vero_Mendoza_F Mejor busca chamba como antropóloga, hazle un favor al país. Ya tenemos suficientes incapaces y oportunistas en la política, gracias.",-1
147,2021-01-25 17:09:52+00:00,cesar brandow,Lima-olivos,132,0,0,[],@Vero_Mendoza_F La tía terruca no me da confianza alucina.,-1
148,2021-01-25 17:06:11+00:00,Oscar,,278,0,0,[],"@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru 🔴 A lo Chávez o Fidel... Bravo para ti y tu grupo!

En el Perú, ni los ambulantes quieren que el Estado les diga como vender... Un burócrata no entiende como se mueve el mercado, sus científicos sociales no sirven, menos un CAVIAR que conoce la pobreza por libros!",-1
149,2021-01-25 17:05:18+00:00,Juan Camasca León,,2,0,0,[],"@Vero_Mendoza_F Señora,sus declaraciones y acciones cada vez que la entrevistaban NUNCA daba una respuesta clara directa,se salía por la tangente,ud.,sola se ganó el rechazo y la remato como secretaria de Nadine.",-1
150,2021-01-25 17:05:14+00:00,Miguel Vilca Lima,,0,0,0,[],"@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Expropiar, osea robar, propiedad privada, que brillante idea, como no se le había ocurrido a nadie antes",-1
151,2021-01-25 17:03:53+00:00,Miguel Vilca Lima,,0,0,0,[],"@JuntosporPeru @Vero_Mendoza_F Keynesianismo bruto, no sirve, nunca funcionó

Se necesita inversión PRIVADA, es la única fuente de riqueza.

Es tan difícil de entender?",-1
152,2021-01-25 17:03:15+00:00,Guillermo,Peru,14,0,0,[],@RPPNoticias Qué bueno @Vero_Mendoza_F y su partido @JuntosporPeru estén mostrando su verdadera personalidad al menos ya mencionas tu ascendencia TERRORISTA ya hemos vivido años nefastos con el TERRORISMO como para pretendernos volver a ello DILE NO A @Vero_Mendoza_F,-1
153,2021-01-25 17:02:30+00:00,Sasha Medrano,San Isidro,2,0,0,[],@JOAN310877 @Vero_Mendoza_F te esfuerzas en inventar tonterias,-1
154,2021-01-25 17:02:05+00:00,Miguel Vilca Lima,,0,0,0,[],"@JuntosporPeru @Vero_Mendoza_F Jajaja q cosas más sin sentido, el internet no puede ser gratis xq es un bien económico, no existe por si solo, alguien tiene q pagarlo, lo único q propone está señora es gastar tus impuestos y tus ahorros para controlar y dar acceso a internet a quien el estado decida",-1
155,2021-01-25 17:01:14+00:00,Gonzalo Palacios,"Chiclayo, Peru",28,0,1,[],"@pedrofrancke @Vero_Mendoza_F @SudacaPeru @rmapalacios @jctafur ¿Y quién ha dicho que la vacuna no va a ser gratuita? ¿Qué tendrá q ver esto con el derecho q tenemos todos al libre mercado? Si por ellos fuera, no habría clínicas, ni colegios particulares, ni farmacias privadas, nada de inversiones, q el Estado lo de todo, así como en Cuba. 😆",-1
156,2021-01-25 17:00:34+00:00,Raul 12 Oficial,Perú,63,1,0,['LibertadLoDemasEsFloto'],"El seguidor mas grande @Vero_Mendoza_F es Gustavo Petro, actual congresista colombiano, exmilitante del grupo guerrillero M-19.

#LibertadLoDemasEsFloto https://t.co/g7KLN0baWI",-1
157,2021-01-25 17:00:29+00:00,JG.,,39,0,2,[],"@HABITAT_pe @mh_saenz @Vero_Mendoza_F Listo, espero que ahora si dejen ese cuco. https://t.co/7ImTIA1dA5",-1
158,2021-01-25 17:00:19+00:00,Miguel Angel,Tacna,15,0,1,[],"@Vero_Mendoza_F No se necesita terruquearlos para que nos asusten con sus ""cambios"", ya nos los demostraron con sus ataques a las inversiones privadas, con sus minas No, con sus Agro No. No necesitamos destructores que no han demostrado capacidad de construir.",-1
159,2021-01-25 17:00:19+00:00,Jabaco,,0,0,0,[],@eudmed @Vero_Mendoza_F LO REPITO OIR A LA TERRUCA VERO HABLAR SOBRE POLITICAS DE GOBIERNO.... ES COMO PEDIRLE A CHILE QUE MAÑANA LE DEVUELVA EL MAR A BOLIVIA,-1
160,2021-01-25 20:06:55+00:00,J Anibal Stacio Panta,"Carmen de la Legua Reynoso, Pe",153,0,0,[],"@manuelbk @Rivar_2021 @GahelaJP13 @Vero_Mendoza_F Y su inmenso negociado, no está garantizado el derecho a la vivienda pues los programas son pocos, poco accesibles, y en muchos casos se a descubierto que incluso mal construidos, el estado tiene que asegurar que todos estos derechos estén plenamente satisfechos y cumplidos",1
161,2021-01-25 20:05:14+00:00,J Anibal Stacio Panta,"Carmen de la Legua Reynoso, Pe",153,0,0,[],"@manuelbk @Rivar_2021 @GahelaJP13 @Vero_Mendoza_F Que este en la Constitución no significa que estén garantizados, la educación por ejemplo no es 100% gratuita ni de calidad desde San Marcos vivimos día a día luchando por que lo sea, la salud no es garantísada por el estado prueba de ello es la gente sin cama UCI y las clinicas",1
162,2021-01-25 19:52:35+00:00,Vakulik_Propagare,"Tacna, Perú",29,0,0,[],"@leonardoneyrac1 @abelgilvonio @Vero_Mendoza_F @CONFIEP El sector privado no puede venir y decir exploto tal cosa y en donde me convenga o me de la gana, existen ecosistemas y zonificación,  cuencas hidrográficas, yacimientos naturales, en donde se origina el agua no puede haber extracción minera, por ejemplo. Y así en sectores...",1
163,2021-01-25 19:51:48+00:00,Ruby Saldana,,6,0,0,[],@sigridbazan @Vero_Mendoza_F Otra vez mal repartidos a la gente pudiente y los más necesitados no les ha llegado nada como clasifica el gobierno a dedo no puede ser posible que vayan a los sitios que menos tienen y les den paquetes de viveres el ejercito la fap. Marina etc.,1
164,2021-01-25 19:48:28+00:00,José Zavala,Perú,169,0,0,[],"@RPPNoticias Será el contrapeso ideal desde el Parlamento y Palacio
El populorum vs la confíe
Trabajo sí, inversión si. Competencia si
Vamos con Fé @Vero_Mendoza_F 
@chabelita2020 
@sergiotej",1
165,2021-01-25 19:44:50+00:00,Jsiqueda15,,18,0,0,[],@RocioVi70476881 @rfioranis @QBardelliG @GabrielDeledda Eso es la finalidad de @JuntosporPeru y @Vero_Mendoza_F un gobierno de izquierda democrática con un manejo económico social de mercado y/o economía mixta..,1
166,2021-01-25 19:44:45+00:00,Anunnaki,Jr. Nibiru,5,0,0,[],"@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru En un país con tanto informal y que se zurra en la norma poner orden es una tarea titánica pero no imposible. Reglas claras como las que hay en cualquier otro país. Pero aquí los ves opinando en contra, sin sustento y apelando al ya aburrido ""con la izquierda retrocedemos"". Fujis",1
167,2021-01-25 19:38:30+00:00,José Zavala,Perú,169,0,0,[],"@RPPNoticias Progreso para todos @Vero_Mendoza_F 
@chabelita2020 
@sergiotej",1
168,2021-01-25 19:36:30+00:00,Max 🇵🇪/ usa correctamente la mascarilla siempre!,Peru,491,0,0,[],"@beto959949355 @dulong23 @VeryNiceTrue @Vero_Mendoza_F Se tiene que sacar de unos para lograr una sociedad menos desigual, eso es obvio, los recursos son limitados. 
Repartija es lo que hay ahora, donde los grandotes se la llevan facil a costa del resto. Eso es lo que debe de cambiar.",1
169,2021-01-25 19:35:50+00:00,Franco Cabanillas,"Lima, Perú",734,0,0,[],"@DavidCortezG1 @juanjose666tm @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Es un modelo interesante, bien diferente de todo lo que proponen por aquí",1
170,2021-01-25 19:31:59+00:00,José Zavala,Perú,169,0,0,[],@CristhianRS @Vero_Mendoza_F Definitivamente estará en segunda vuelta,1
171,2021-01-25 19:28:15+00:00,Pool Loayza,"Lima, Peru",316,0,2,[],El terruqueo es una estrategia de los que no quieren cambios para reenvidicar derechos de las mujeres y minorías. @Vero_Mendoza_F tiene propuestas para tener igualdad derechos en el Bicentenario https://t.co/StTgwG6NdP,1
172,2021-01-25 19:23:33+00:00,Alejandro Ramos C.,Lima - Perú,15,0,0,[],"Como tiemblan los poderosos y sus borregos al ver que se viene un gobierno de Progreso e Igualitario para peruanos y PERUANAS principalmente... No sólo para los millonarios

¡¡Vamos @Vero_Mendoza_F!! 💚",1
173,2021-01-25 19:18:00+00:00,Alejandro Ramos C.,Lima - Perú,15,0,0,[],@Vero_Mendoza_F ¡VAMOS VERO!,1
174,2021-01-25 19:11:07+00:00,Adrián Aiquipa,Lima - Perú,251,0,0,[],"@Qhristian3 @EfranMendoza14 @Vero_Mendoza_F Entiendo tu preocupación, pero eso no es problema de las propuestas, ella las acompaña con un estado fiscalizador y regulador para que no existan esos abusos que señalas. Cobrar impuesto a las grandes fortunas es una medida que escapa a Venezuela, es una propuesta globa actual",1
175,2021-01-25 19:08:18+00:00,Franklin,,145,1,1,['Elecciones2021'],"@ClaraEOspinaG @Vero_Mendoza_F @Cuarto_Poder Porqué cuando entrevistan a @noakeikope son más complacientes en sus preguntas vs más duros o directos con @Vero_Mendoza_F , pues le sacaron un video de la hiperinflación de la época de Alan, y a Keiko no le sacaron sus vídeos judiciales o los del 05 Abril ??
#Elecciones2021",1
176,2021-01-25 19:03:21+00:00,VIDAL VARGAS RAMOS,,0,0,0,[],"@Vero_Mendoza_F Bien dicho, líder Verónica. Es tiempo de cambio, esperanza. Dios y nuestra conciencia, sabe que no lo somos, empero, los golpes arteros, ruines  y bajos, seguirán llegando y tratando de manipular a la gente. No nos envilezcamos, marquemos la diferencia, respondiendo con el bien.",1
177,2021-01-25 19:01:57+00:00,ivan ortiz,El mundo,310,0,0,[],"@Vero_Mendoza_F El miserable terruqueo a la izquierda, actúa igual que el Lawfare a Cerron y Adubiri, así como la estigmatizaron a Maduro como “Dictador” por parte de “cierta” izquierda",1
178,2021-01-25 18:47:33+00:00,Hernan Benigno Salas,,116,0,1,[],"@oscaror_coach @OscarGm24453995 @Vero_Mendoza_F Las empresas más eficientes del mundo son estatales o semiestatales (Chinas) no nos vengan con cuentos, no hay estados ineficiente hay gente ineficiente.",1
179,2021-01-25 18:47:25+00:00,leonardoneyrachavez,,26,0,0,[],"@VakulikP @abelgilvonio @Vero_Mendoza_F @CONFIEP Claro, entonces lo que se quiere conseguir es que se cumpla ley y que sea igual para todos que no es lo mismo a que el Estado controle las decisiones del sector privado sobre cómo y en dónde invertir.",1
180,2021-01-25 18:45:51+00:00,Hernan Benigno Salas,,116,0,0,[],"@OscarGm24453995 @oscaror_coach @Vero_Mendoza_F Si pues tu eres de los que cuando la derecha arruina un país la acusan de izquierda y cuando la izquierda saca adelante un país la acusan de derecha. Y casos hay varios (Uruguay de Pepe Mujica, Ecuador de Correa, Bolivia de Evo)",1
181,2021-01-25 18:44:51+00:00,Qhristian,,9,0,0,[],@EfranMendoza14 @AdrianMarthin @Vero_Mendoza_F En el segundo gobierno de ese ladron ya no aplico las ideas socialistas. A pesar de q el y su mafia aprista robaron el pais no se fue a la.debacle por q aprendio a respertar al libre mercado y dejar a gente competente en el BCR. Tenemos q mejorarsi pero con este modelo economico,1
182,2021-01-25 18:44:05+00:00,Candre2021,,1,0,0,[],"@Vero_Mendoza_F Y los que ""terruquean"" no son capaces de brindar ni un nombre como alternativa, como si su trabajo solo fuera tirar barro",1
183,2021-01-25 18:44:04+00:00,Vakulik_Propagare,"Tacna, Perú",29,0,0,[],"@leonardoneyrac1 @abelgilvonio @Vero_Mendoza_F @CONFIEP Prohibir es un decir, las empresas que no respeten e incumplan con sus obligaciones tributarias, sociales, simplemente no pueden operar en nuestro país. Cuando tu postula a una institución,debes cumplir algunos requisitos o no te contratan. Así de simple. Y las empresas coimeras?",1
184,2021-01-25 18:33:41+00:00,Jovenes en Política,,7,0,0,[],"@Vero_Mendoza_F @Vero_Mendoza_F me pareces una mujer correcta, fuerte y decidida. Sin embargo considero que debes abrir un poco más tus ideas. Concuerdo con algunas y con otras no. El problema de la izquierda siempre ha sido que muchas veces se cierran en sus ideales. Aprendamos más siempre",1
185,2021-01-25 18:12:43+00:00,Lapo EL.Can,,68,0,2,[],"@anngie0902 @RPPNoticias @Vero_Mendoza_F No soy comunista, tampoco terruca. Estamos en 2021 mija. La propaganda terruqueadora de los Fujimori ya no funciona.",1
186,2021-01-25 18:12:00+00:00,LUIS F. VELA AYLAS,Huancayo - Junín - Perú,25,0,0,[],"@Vero_Mendoza_F Mi apoyo Verónika, necesitamos una líder que valore el pueblo, el TERRUQUEO es una nefasta defensa de la corrupción, la oligarquía y la élite política. En el Perú no hay ferrucos.",1
187,2021-01-25 18:08:46+00:00,Juntos por el Perú,Lima,7984,15,57,[],Urgen medidas valientes para detener los contagios y apoyar a que los más vulnerables resistan esta segunda ola. Para @Vero_Mendoza_F mayores restricciones tienen que ir acompañadas de un 3er y 4to bono y propone que el Estado acerque la salud (oxígeno y oxímetros) a la gente. https://t.co/Y5i96SaSqB,1
188,2021-01-25 18:05:44+00:00,Luis Lara,Peru,445,0,0,[],"@NachoParedesL @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Estamos en elecciones generales la precariedad de este sistema que ha imperado en éstas cuatro décadas no vislumbra los resultados que se esperaba, hay sectores crecientes y otros informales con una salud y educación paupérrima sin igualdad para todos.",1
189,2021-01-25 18:05:05+00:00,Hernan Benigno Salas,,116,0,1,[],"@OscarGm24453995 @oscaror_coach @Vero_Mendoza_F Mira amigo estamos en 2021 si no te diste cuenta, te congelaste en los 80's donde la izquierda creía en el estado empresario, ahora no es así. En JP creemos que el estado puede hacer actividad económica pero sólo para regular el mercado, generar competencia e impedir monopolios",1
190,2021-01-25 18:03:39+00:00,A GIRON D,,378,0,2,[],La presidenta del bicentenario 🇵🇪🇵🇪🇵🇪🇵🇪👏🏻👏🏻👏🏻👏🏻vamos @Vero_Mendoza_F 🇵🇪🇵🇪🇵🇪la izquierda sigue creciendo! 👏🏻👏🏻🇵🇪🇵🇪🇵🇪 https://t.co/gUCBJErasm,1
191,2021-01-25 18:03:00+00:00,Renzo Canzio Murias🔻,"Madrid, España",59,3,20,"['ManuelaBastidas', 'MaríaAntonietaÁlva']","Voto militante siempre: @JuntosporPeru 
Presidenta: @Vero_Mendoza_F 
Congreso por Lima: (6) @sigridbazan / (22) @EyzaguirreCath 
Congreso PEX: (1) #ManuelaBastidas / (3) #MaríaAntonietaÁlva
La yapa: Lambayeque (3) @nataliaarbildop 
Fin!
✊❤️💚",1
192,2021-01-25 18:00:43+00:00,Nacho Paredes Landauro,,55,0,0,[],"@LULAPEZ @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Y también que exista trabajo, inversión de ambos frentes.",1
193,2021-01-25 18:00:17+00:00,Alberto,,49,0,0,[],"@VakulikP @abelgilvonio @Vero_Mendoza_F @CONFIEP Me convenciste, sí hay gobiernos peruanos izquierdistas exitosos 😂😂😂",1
194,2021-01-25 18:00:09+00:00,Hernan Benigno Salas,,116,0,0,[],"@max_marcos_ @dulong23 @VeryNiceTrue @Vero_Mendoza_F Eso es lo que proponemos en JP, lean nuestro plan de gobierno.",1
195,2021-01-25 17:58:05+00:00,No sé que hacer con mi tesis,,29,0,0,[],"@lhgonzales @Vero_Mendoza_F Pero si la derecha ha provocado esta crisis bueno en realidad las políticas económicas.
Mano replanteate el análisis o sea votar x la derecha significaria seguir en la misma crisis? Que limitada tu visión",1
196,2021-01-25 17:54:54+00:00,Max 🇵🇪/ usa correctamente la mascarilla siempre!,Peru,491,0,0,[],"@Hebesac23 @dulong23 @VeryNiceTrue @Vero_Mendoza_F Por eso se tiene que tener un Estado fuerte con capacidad de fiscalizar y sancionar a quienes quieran ""sacar la vuelta"" a las políticas de incentivos.",1
197,2021-01-25 17:51:17+00:00,Alejandro Quinteros Cortez,"Lima, Perú",0,0,1,[],"@perromoche @Arieldris @anngie0902 @RPPNoticias @Vero_Mendoza_F El celular se invento en la URSS... 🤦‍♂️Infórmate, a la derecha le falta mucho hacer eso...",1
